Id,Source,Target,Type,Weight
1624,SanleyTucci,RosarioDawson,Undirected,1
1625,SanleyTucci,MichellePfeiffer,Undirected,1
1626,SanleyTucci,JenniferGarner,Undirected,1
1627,SanleyTucci,ElisabethShue,Undirected,1
1628,SanleyTucci,JuliaLouisDreyfus,Undirected,1
1629,SanleyTucci,HelenHunt,Undirected,1
1630,BillMurray,Emma Stone,Undirected,3
1631,BillMurray,RosarioDawson,Undirected,1
1632,BillMurray,SteveBuscemi,Undirected,2
1633,BillMurray,Scarlett Johansson,Undirected,3
1634,BillMurray,FrancesMcDormand,Undirected,2
1635,BillMurray,EdwardNorton,Undirected,3
1636,BillMurray,HarveyKeitel,Undirected,3
1637,BillMurray,BryanCranston,Undirected,1
1638,BillMurray,MelissaMcCarthy,Undirected,3
1639,BillMurray,SigourneyWeaver,Undirected,1
1640,BillMurray,KristenWiig,Undirected,1
1641,BillMurray,AndyGarcia,Undirected,2
1642,BillMurray,ChristopherWalken,Undirected,1
1643,BillMurray,KateHudson,Undirected,1
1644,BillMurray,ZooeyDeschanel,Undirected,1
1645,BillMurray,BruceWillis,Undirected,2
1646,BillMurray,BradleyCooper,Undirected,1
1647,BillMurray,NaomiWatts,Undirected,1
1648,BillMurray,WillemDafoe,Undirected,3
1649,BillMurray,MattDamon,Undirected,1
1650,BillMurray,LauraLinney,Undirected,1
1651,BillMurray,Meryl Streep,Undirected,1
1652,BillMurray,WoodyHarrelson,Undirected,2
1653,BillMurray,RobertDuwall,Undirected,1
1654,BillMurray,Natalie Portman,Undirected,2
1655,BillMurray,JenniferLoveHewitt,Undirected,2
1656,BillMurray,JessicaLange,Undirected,1
1657,BillMurray,ElizabethBanks,Undirected,1
1658,BillMurray,GlennClose,Undirected,1
1659,BillMurray,MelGibson,Undirected,1
1660,BillMurray,SusanSarandon,Undirected,1
1661,BillMurray,JohnTurturro,Undirected,1
1662,BillMurray,MatthewMcConaughey,Undirected,1
1663,JackNicholson,Reese Witherspoon,Undirected,1
1664,JackNicholson,SeanPenn,Undirected,1
1665,JackNicholson,MorganFreeman,Undirected,1
1666,JackNicholson,VeraFarmiga,Undirected,1
1667,JackNicholson,MattDamon,Undirected,1
1668,JackNicholson,MarkWahlberg,Undirected,1
1669,JackNicholson,DianeKeaton,Undirected,1
1670,JackNicholson,FrancesMcDormand,Undirected,1
1671,JackNicholson,KeanuReeves,Undirected,1
1672,JackNicholson,MarisaTomei,Undirected,1
1673,JackNicholson,WoodyHarrelson,Undirected,1
1674,JackNicholson,JohnTurturro,Undirected,1
1675,JackNicholson,AdamSandler,Undirected,1
1676,JackNicholson,KathyBates,Undirected,1
1677,JackNicholson,RobinWright,Undirected,1
1678,JackNicholson,HelenHunt,Undirected,1
1679,JackNicholson,Natalie Portman,Undirected,2
1680,PaulRudd,AmyPoehler,Undirected,6
1681,PaulRudd,ChrisPratt,Undirected,2
1682,PaulRudd,OliviaWilde,Undirected,1
1683,PaulRudd,BruceWillis,Undirected,1
1684,PaulRudd,PeterDinklage,Undirected,2
1685,PaulRudd,Natalie Portman,Undirected,2
1686,PaulRudd,Scarlett Johansson,Undirected,2
1687,PaulRudd,MichellePfeiffer,Undirected,3
1688,PaulRudd,ZoeSaldana,Undirected,1
1689,PaulRudd,MarisaTomei,Undirected,2
1690,PaulRudd,AngelaBassett,Undirected,1
1691,PaulRudd,SamuelLJackson,Undirected,1
1692,PaulRudd,MarkRuffalo,Undirected,1
1693,PaulRudd,BradleyCooper,Undirected,2
1694,PaulRudd,RobertDowneyJr,Undirected,2
1695,PaulRudd,RobertRedfort,Undirected,1
1696,PaulRudd,JeremyRenner,Undirected,2
1697,PaulRudd,MichaelDouglas,Undirected,3
1698,PaulRudd,DonCheadle,Undirected,2
1699,PaulRudd,ChrisEvans,Undirected,2
1700,PaulRudd,SalmaHayek,Undirected,1
1701,PaulRudd,KristenWiig,Undirected,3
1702,PaulRudd,EdwardNorton,Undirected,1
1703,PaulRudd,ElizabethBanks,Undirected,6
1704,PaulRudd,ChristinaApplegate,Undirected,2
1705,PaulRudd,KirstenDunst,Undirected,1
1706,PaulRudd,HarrisonFord,Undirected,1
1707,PaulRudd,TinaFey,Undirected,1
1708,PaulRudd,MelissaMcCarthy,Undirected,1
1709,PaulRudd,JenniferAniston,Undirected,3
1710,PaulRudd,ZooeyDeschanel,Undirected,1
1711,PaulRudd,Reese Witherspoon,Undirected,3
1712,PaulRudd,JackNicholson,Undirected,1
1713,PaulRudd,RenéeZellweger,Undirected,1
1714,PaulRudd,KristenBell,Undirected,1
1715,PaulRudd,MilaKunis,Undirected,1
1716,PaulRudd,WinonaRyder,Undirected,1
1717,PaulRudd,AmyAdams,Undirected,1
1718,PaulRudd,LauraLinney,Undirected,1
1719,PaulRudd,Charlize Theron,Undirected,1
1720,PaulRudd,KateHudson,Undirected,1
1721,PaulRudd,ChristinaRicci,Undirected,1
1722,PaulRudd,BenAffleck,Undirected,1
1723,PaulRudd,ClaireDanes,Undirected,1
1724,PaulGiamatti,PeterDinklage,Undirected,2
1725,PaulGiamatti,PaulRudd,Undirected,1
1726,PaulGiamatti,RosarioDawson,Undirected,1
1727,PaulGiamatti,DwayneJohnson,Undirected,1
1728,PaulGiamatti,ElizabethBanks,Undirected,2
1729,PaulGiamatti,Emma Stone,Undirected,1
1730,PaulGiamatti,SallyField,Undirected,1
1731,PaulGiamatti,BradPitt,Undirected,1
1732,PaulGiamatti,SamuelLJackson,Undirected,2
1733,PaulGiamatti,RobinWright,Undirected,1
1734,PaulGiamatti,HarveyKeitel,Undirected,1
1735,PaulGiamatti,BryanCranston,Undirected,2
1736,PaulGiamatti,MarisaTomei,Undirected,1
1737,PaulGiamatti,BradleyCooper,Undirected,1
1738,PaulGiamatti,JuliaRoberts,Undirected,2
1739,PaulGiamatti,LauraLinney,Undirected,3
1740,PaulGiamatti,KristenWiig,Undirected,1
1741,PaulGiamatti,KathyBates,Undirected,1
1742,PaulGiamatti,Scarlett Johansson,Undirected,1
1743,PaulGiamatti,ChrisEvans,Undirected,1
1744,PaulGiamatti,EdwardNorton,Undirected,1
1745,PaulGiamatti,RenéeZellweger,Undirected,1
1746,PaulGiamatti,HalleBerry,Undirected,1
1747,PaulGiamatti,SanleyTucci,Undirected,2
1748,PaulGiamatti,BenAffleck,Undirected,1
1749,PaulGiamatti,AndyGarcia,Undirected,1
1750,PaulGiamatti,SusanSarandon,Undirected,1
1751,PaulGiamatti,JohnTurturro,Undirected,1
1752,PaulGiamatti,BillMurray,Undirected,1
1753,PaulGiamatti,MarkRuffalo,Undirected,1
1754,PaulGiamatti,TomHanks,Undirected,1
1755,PaulGiamatti,MattDamon,Undirected,1
1756,PaulGiamatti,EdHarris,Undirected,1
1757,PaulGiamatti,JenniferGarner,Undirected,1
1758,PaulGiamatti,ElisabethShue,Undirected,1
1759,PaulGiamatti,JuliaLouisDreyfus,Undirected,1
1760,PaulGiamatti,JohnnyDepp,Undirected,1
1761,PaulGiamatti,AlPacino,Undirected,1
1762,NeilPatrickHarris,Meryl Streep,Undirected,1
1763,NeilPatrickHarris,MattDamon,Undirected,1
1764,NeilPatrickHarris,BenAffleck,Undirected,1
1765,NeilPatrickHarris,Charlize Theron,Undirected,1
1766,NeilPatrickHarris,AmandaSeyfried,Undirected,1
1767,NeilPatrickHarris,ChristinaRicci,Undirected,1
1768,NeilPatrickHarris,AmyAdams,Undirected,1
1769,NeilPatrickHarris,ChristinaApplegate,Undirected,1
1770,JaredLeto,RobinWright,Undirected,1
1771,JaredLeto,HarrisonFord,Undirected,1
1772,JaredLeto,ViolaDavis,Undirected,1
1773,JaredLeto,BenAffleck,Undirected,1
1774,JaredLeto,SalmaHayek,Undirected,1
1775,JaredLeto,AngelinaJolie,Undirected,2
1776,JaredLeto,RosarioDawson,Undirected,1
1777,JaredLeto,JodieFoster,Undirected,1
1778,JaredLeto,JenniferConnelly,Undirected,1
1779,JaredLeto,Reese Witherspoon,Undirected,1
1780,JaredLeto,WillemDafoe,Undirected,1
1781,JaredLeto,WinonaRyder,Undirected,2
1782,JaredLeto,EdwardNorton,Undirected,1
1783,JaredLeto,BradPitt,Undirected,1
1784,JaredLeto,WoodyHarrelson,Undirected,1
1785,JaredLeto,SeanPenn,Undirected,1
1786,JaredLeto,ClaireDanes,Undirected,2
1787,JamesSpader,Scarlett Johansson,Undirected,1
1788,JamesSpader,SamuelLJackson,Undirected,1
1789,JamesSpader,MarkRuffalo,Undirected,1
1790,JamesSpader,RobertDowneyJr,Undirected,1
1791,JamesSpader,JeremyRenner,Undirected,1
1792,JamesSpader,ChrisEvans,Undirected,1
1793,JamesSpader,DonCheadle,Undirected,2
1794,JamesSpader,Meryl Streep,Undirected,1
1795,JamesSpader,HilarySwank,Undirected,1
1796,JamesSpader,TommyLeeJones,Undirected,2
1797,JamesSpader,SallyField,Undirected,1
1798,JamesSpader,KathyBates,Undirected,1
1799,JamesSpader,WilliamHMacy,Undirected,1
1800,JamesSpader,BettyWhite,Undirected,2
1801,JamesSpader,BillMurray,Undirected,1
1802,JamesSpader,MarisaTomei,Undirected,1
1803,JamesSpader,KeanuReeves,Undirected,1
1804,JamesSpader,AngelaBassett,Undirected,1
1805,JamesSpader,SanleyTucci,Undirected,1
1806,JamesSpader,Charlize Theron,Undirected,1
1807,JamesSpader,Sandra Bullock,Undirected,1
1808,JeffGoldblum,ChrisPratt,Undirected,1
1809,JeffGoldblum,Scarlett Johansson,Undirected,1
1810,JeffGoldblum,FrancesMcDormand,Undirected,1
1811,JeffGoldblum,EdwardNorton,Undirected,2
1812,JeffGoldblum,HarveyKeitel,Undirected,2
1813,JeffGoldblum,BryanCranston,Undirected,1
1814,JeffGoldblum,BillMurray,Undirected,3
1815,JeffGoldblum,MarkRuffalo,Undirected,1
1816,JeffGoldblum,MattDamon,Undirected,1
1817,JeffGoldblum,JohnnyDepp,Undirected,1
1818,JeffGoldblum,WillemDafoe,Undirected,3
1819,JeffGoldblum,DianeKeaton,Undirected,1
1820,JeffGoldblum,HarrisonFord,Undirected,1
1821,JeffGoldblum,JenniferAniston,Undirected,1
1822,JeffGoldblum,TinaFey,Undirected,1
1823,JeffGoldblum,AmyPoehler,Undirected,1
1824,JeffGoldblum,LauraLinney,Undirected,1
1825,JeffGoldblum,ChristopherWalken,Undirected,1
1826,JeffGoldblum,SusanSarandon,Undirected,2
1827,JeffGoldblum,ClaireDanes,Undirected,1
1828,JeffGoldblum,SalmaHayek,Undirected,1
1829,JeffGoldblum,Sandra Bullock,Undirected,1
1830,JeffGoldblum,MichellePfeiffer,Undirected,1
1831,JeffGoldblum,GlennClose,Undirected,1
1832,JeffGoldblum,MatthewMcConaughey,Undirected,1
1833,JeffGoldblum,WoodyHarrelson,Undirected,1
1834,JeffGoldblum,BettyWhite,Undirected,1
1835,JeffGoldblum,JulianneMoore,Undirected,2
1836,JeffGoldblum,DianeLane,Undirected,1
1837,JeffGoldblum,SamuelLJackson,Undirected,1
1838,JoaquinPhoenix,Emma Stone,Undirected,1
1839,JoaquinPhoenix,Reese Witherspoon,Undirected,1
1840,JoaquinPhoenix,AmyAdams,Undirected,2
1841,JoaquinPhoenix,OliviaWilde,Undirected,1
1842,JoaquinPhoenix,KristenWiig,Undirected,1
1843,JoaquinPhoenix,ChrisPratt,Undirected,1
1844,JoaquinPhoenix,JeremyRenner,Undirected,1
1845,JoaquinPhoenix,SeanPenn,Undirected,3
1846,JoaquinPhoenix,JackNicholson,Undirected,1
1847,JoaquinPhoenix,JenniferConnelly,Undirected,1
1848,JoaquinPhoenix,MarkRuffalo,Undirected,1
1849,JoaquinPhoenix,RobertDuwall,Undirected,1
1850,JoaquinPhoenix,MarkWahlberg,Undirected,2
1851,JoaquinPhoenix,DonCheadle,Undirected,1
1852,JoaquinPhoenix,SigourneyWeaver,Undirected,1
1853,JoaquinPhoenix,ClaireDanes,Undirected,2
1854,JoaquinPhoenix,MelGibson,Undirected,1
1855,JoaquinPhoenix,EdHarris,Undirected,1
1856,JoaquinPhoenix,Charlize Theron,Undirected,1
1857,JoaquinPhoenix,FayeDunaway,Undirected,1
1858,JoaquinPhoenix,VeraFarmiga,Undirected,1
1859,JoaquinPhoenix,LivTyler,Undirected,1
1860,JoaquinPhoenix,NicoleKidman,Undirected,1
1861,MichaelJFox,MilaKunis,Undirected,1
1862,MichaelJFox,JenniferLoveHewitt,Undirected,1
1863,MichaelJFox,BettyWhite,Undirected,1
1864,MichaelJFox,JamesSpader,Undirected,1
1865,MichaelJFox,KurtRussell,Undirected,1
1866,MichaelJFox,Natalie Portman,Undirected,2
1867,MichaelJFox,JackNicholson,Undirected,1
1868,MichaelJFox,MichaelDouglas,Undirected,1
1869,MichaelJFox,HarveyKeitel,Undirected,1
1870,JamesFranco,MillaJovovich,Undirected,1
1871,JamesFranco,SharonStone,Undirected,2
1872,JamesFranco,BryanCranston,Undirected,3
1873,JamesFranco,RobertDuwall,Undirected,2
1874,JamesFranco,EdHarris,Undirected,2
1875,JamesFranco,Natalie Portman,Undirected,6
1876,JamesFranco,SalmaHayek,Undirected,1
1877,JamesFranco,KristenWiig,Undirected,3
1878,JamesFranco,EdwardNorton,Undirected,1
1879,JamesFranco,PaulRudd,Undirected,2
1880,JamesFranco,OliviaWilde,Undirected,2
1881,JamesFranco,NicoleKidman,Undirected,1
1882,JamesFranco,KateHudson,Undirected,2
1883,JamesFranco,JohnMalkovich,Undirected,1
1884,JamesFranco,WinonaRyder,Undirected,3
1885,JamesFranco,MilaKunis,Undirected,4
1886,JamesFranco,AmandaSeyfried,Undirected,1
1887,JamesFranco,JessicaChastain,Undirected,1
1888,JamesFranco,ChrisEvans,Undirected,1
1889,JamesFranco,ZooeyDeschanel,Undirected,1
1890,JamesFranco,TinaFey,Undirected,1
1891,JamesFranco,MarkRuffalo,Undirected,1
1892,JamesFranco,MarkWahlberg,Undirected,1
1893,JamesFranco,SeanPenn,Undirected,1
1894,JamesFranco,Charlize Theron,Undirected,1
1895,JamesFranco,SusanSarandon,Undirected,1
1896,JamesFranco,TommyLeeJones,Undirected,1
1897,JamesFranco,MatthewMcConaughey,Undirected,1
1898,JamesFranco,ElizabethBanks,Undirected,2
1899,JamesFranco,KirstenDunst,Undirected,2
1900,JamesFranco,WillemDafoe,Undirected,2
1901,JamesFranco,FrancesMcDormand,Undirected,1
1902,JohnCusack,ChristinaRicci,Undirected,1
1903,JohnCusack,MarkRuffalo,Undirected,1
1904,JohnCusack,SamuelLJackson,Undirected,3
1905,JohnCusack,AngelaBassett,Undirected,1
1906,JohnCusack,ElizabethBanks,Undirected,1
1907,JohnCusack,PaulGiamatti,Undirected,2
1908,JohnCusack,BruceWillis,Undirected,1
1909,JohnCusack,JulianneMoore,Undirected,2
1910,JohnCusack,AlPacino,Undirected,2
1911,JohnCusack,NicoleKidman,Undirected,1
1912,JohnCusack,MatthewMcConaughey,Undirected,1
1913,JohnCusack,WoodyHarrelson,Undirected,2
1914,JohnCusack,SteveBuscemi,Undirected,2
1915,JohnCusack,MarisaTomei,Undirected,2
1916,JohnCusack,MorganFreeman,Undirected,1
1917,JohnCusack,DianeLane,Undirected,1
1918,JohnCusack,JuliaRoberts,Undirected,1
1919,JohnCusack,ChristopherWalken,Undirected,1
1920,JohnCusack,SanleyTucci,Undirected,1
1921,JohnCusack,BradPitt,Undirected,1
1922,JohnCusack,JohnMalkovich,Undirected,2
1923,JohnCusack,SeanPenn,Undirected,2
1924,JohnCusack,SusanSarandon,Undirected,1
1925,JohnCusack,JohnTurturro,Undirected,1
1926,JohnCusack,BillMurray,Undirected,1
1927,JohnCusack,AngelinaJolie,Undirected,1
1928,JohnCusack,JaredLeto,Undirected,1
1929,TomCruise,AngelaBassett,Undirected,1
1930,TomCruise,JeremyRenner,Undirected,2
1931,TomCruise,MorganFreeman,Undirected,2
1932,TomCruise,RobertDuwall,Undirected,1
1933,TomCruise,BryanCranston,Undirected,1
1934,TomCruise,PaulGiamatti,Undirected,1
1935,TomCruise,ViolaDavis,Undirected,1
1936,TomCruise,JenniferLoveHewitt,Undirected,1
1937,TomCruise,MatthewMcConaughey,Undirected,1
1938,TomCruise,RobertDowneyJr,Undirected,1
1939,TomCruise,Meryl Streep,Undirected,1
1940,TomCruise,RobertRedfort,Undirected,1
1941,TomCruise,KeriRussell,Undirected,1
1942,TomCruise,MarkRuffalo,Undirected,1
1943,TomCruise,KurtRussell,Undirected,1
1944,TomCruise,JulianneMoore,Undirected,1
1945,TomCruise,WilliamHMacy,Undirected,1
1946,TomCruise,NicoleKidman,Undirected,1
1947,TomCruise,RenéeZellweger,Undirected,1
1948,LeonardoDiCaprio,AlPacino,Undirected,1
1949,LeonardoDiCaprio,TomHardy,Undirected,2
1950,LeonardoDiCaprio,MatthewMcConaughey,Undirected,1
1951,LeonardoDiCaprio,KerryWashington,Undirected,1
1952,LeonardoDiCaprio,SamuelLJackson,Undirected,1
1953,LeonardoDiCaprio,NaomiWatts,Undirected,1
1954,LeonardoDiCaprio,MarkRuffalo,Undirected,1
1955,LeonardoDiCaprio,KathyBates,Undirected,2
1956,LeonardoDiCaprio,JenniferConnelly,Undirected,1
1957,LeonardoDiCaprio,VeraFarmiga,Undirected,1
1958,LeonardoDiCaprio,MattDamon,Undirected,1
1959,LeonardoDiCaprio,MarkWahlberg,Undirected,2
1960,LeonardoDiCaprio,JackNicholson,Undirected,1
1961,LeonardoDiCaprio,WillemDafoe,Undirected,1
1962,LeonardoDiCaprio,JenniferGarner,Undirected,1
1963,LeonardoDiCaprio,ElizabethBanks,Undirected,1
1964,LeonardoDiCaprio,AmyAdams,Undirected,1
1965,LeonardoDiCaprio,TomHanks,Undirected,1
1966,LeonardoDiCaprio,ChristopherWalken,Undirected,1
1967,LeonardoDiCaprio,Charlize Theron,Undirected,1
1968,LeonardoDiCaprio,JohnMalkovich,Undirected,1
1969,LeonardoDiCaprio,Meryl Streep,Undirected,1
1970,LeonardoDiCaprio,DianeKeaton,Undirected,1
1971,LeonardoDiCaprio,ClaireDanes,Undirected,1
1972,LeonardoDiCaprio,PaulRudd,Undirected,1
1973,LeonardoDiCaprio,SharonStone,Undirected,1
1974,AlanAlda,SusanSarandon,Undirected,2
1975,AlanAlda,Scarlett Johansson,Undirected,1
1976,AlanAlda,JessicaLange,Undirected,1
1977,AlanAlda,TomHanks,Undirected,1
1978,AlanAlda,LauraLinney,Undirected,1
1979,AlanAlda,JenniferAniston,Undirected,2
1980,AlanAlda,PaulRudd,Undirected,2
1981,AlanAlda,VeraFarmiga,Undirected,1
1982,AlanAlda,AngelaBassett,Undirected,2
1983,AlanAlda,WillemDafoe,Undirected,1
1984,AlanAlda,LeonardoDiCaprio,Undirected,1
1985,AlanAlda,MarisaTomei,Undirected,1
1986,AlanAlda,HelenHunt,Undirected,1
1987,AlanAlda,MelGibson,Undirected,1
1988,AlanAlda,SallyField,Undirected,1
1989,AlanAlda,KirstenDunst,Undirected,1
1990,AlanAlda,SanleyTucci,Undirected,1
1991,AlanAlda,DianeLane,Undirected,1
1992,AlanAlda,Natalie Portman,Undirected,2
1993,AlanAlda,JuliaRoberts,Undirected,1
1994,AlanAlda,EdwardNorton,Undirected,1
1995,DannyDeVito,AngelinaJolie,Undirected,1
1996,DannyDeVito,BryanCranston,Undirected,1
1997,DannyDeVito,MichaelKeaton,Undirected,1
1998,DannyDeVito,HarveyKeitel,Undirected,3
1999,DannyDeVito,RosarioDawson,Undirected,2
2000,DannyDeVito,BettyWhite,Undirected,1
2001,DannyDeVito,SeanPenn,Undirected,1
2002,DannyDeVito,JackNicholson,Undirected,2
2003,DannyDeVito,JoaquinPhoenix,Undirected,1
2004,DannyDeVito,SusanSarandon,Undirected,1
2005,DannyDeVito,MichaelDouglas,Undirected,1
2006,DannyDeVito,MelissaMcCarthy,Undirected,2
2007,DannyDeVito,PaulRudd,Undirected,2
2008,DannyDeVito,MorganFreeman,Undirected,1
2009,DannyDeVito,KathyBates,Undirected,1
2010,DannyDeVito,UmaThurman,Undirected,1
2011,DannyDeVito,DwayneJohnson,Undirected,2
2012,DannyDeVito,MarisaTomei,Undirected,1
2013,DannyDeVito,SteveBuscemi,Undirected,1
2014,DannyDeVito,DrewBarrymore,Undirected,1
2015,DannyDeVito,ChristinaRicci,Undirected,1
2016,DannyDeVito,TomCruise,Undirected,1
2017,DannyDeVito,EdwardNorton,Undirected,1
2018,DannyDeVito,JamieLeeCurtis,Undirected,1
2019,DannyDeVito,KirstenDunst,Undirected,1
2020,DannyDeVito,ClaireDanes,Undirected,1
2021,DannyDeVito,MattDamon,Undirected,1
2022,DannyDeVito,Natalie Portman,Undirected,2
2023,DannyDeVito,MichaelJFox,Undirected,1
2024,DannyDeVito,BillMurray,Undirected,1
2025,WillSmith,ViolaDavis,Undirected,1
2026,WillSmith,BenAffleck,Undirected,1
2027,WillSmith,JaredLeto,Undirected,1
2028,WillSmith,WilliamHMacy,Undirected,1
2029,WillSmith,JenniferConnelly,Undirected,1
2030,WillSmith,ChristinaApplegate,Undirected,1
2031,WillSmith,KirstenDunst,Undirected,1
2032,WillSmith,KristenWiig,Undirected,1
2033,WillSmith,HarrisonFord,Undirected,1
2034,WillSmith,PaulRudd,Undirected,1
2035,WillSmith,TommyLeeJones,Undirected,3
2036,WillSmith,RosarioDawson,Undirected,2
2037,WillSmith,WoodyHarrelson,Undirected,1
2038,WillSmith,Charlize Theron,Undirected,1
2039,WillSmith,AngelinaJolie,Undirected,1
2040,WillSmith,RenéeZellweger,Undirected,1
2041,WillSmith,SalmaHayek,Undirected,1
2042,WillSmith,JeffGoldblum,Undirected,1
2043,JosephGordonLevitt,MichaelKeaton,Undirected,1
2044,JosephGordonLevitt,JamieLeeCurtis,Undirected,2
2045,JosephGordonLevitt,ChrisEvans,Undirected,1
2046,JosephGordonLevitt,JamesFranco,Undirected,1
2047,JosephGordonLevitt,RosarioDawson,Undirected,2
2048,JosephGordonLevitt,SanleyTucci,Undirected,1
2049,JosephGordonLevitt,Scarlett Johansson,Undirected,1
2050,JosephGordonLevitt,JulianneMoore,Undirected,1
2051,JosephGordonLevitt,SallyField,Undirected,1
2052,JosephGordonLevitt,TommyLeeJones,Undirected,1
2053,JosephGordonLevitt,JamesSpader,Undirected,1
2054,JosephGordonLevitt,BruceWillis,Undirected,1
2055,JosephGordonLevitt,Anne Hathaway,Undirected,2
2056,JosephGordonLevitt,MorganFreeman,Undirected,1
2057,JosephGordonLevitt,TomHardy,Undirected,2
2058,JosephGordonLevitt,LeonardoDiCaprio,Undirected,1
2059,JosephGordonLevitt,Natalie Portman,Undirected,2
2060,JosephGordonLevitt,ChloëGraceMoretz,Undirected,1
2061,JosephGordonLevitt,ZooeyDeschanel,Undirected,2
2062,JosephGordonLevitt,DianeLane,Undirected,1
2063,JosephGordonLevitt,KerryWashington,Undirected,1
2064,JosephGordonLevitt,JohnTurturro,Undirected,1
2065,JosephGordonLevitt,ElisabethShue,Undirected,1
2066,JosephGordonLevitt,DonCheadle,Undirected,1
2067,JosephGordonLevitt,SharonStone,Undirected,1
2068,SteveCarell,Reese Witherspoon,Undirected,1
2069,SteveCarell,AmyAdams,Undirected,1
2070,SteveCarell,BruceWillis,Undirected,2
2071,SteveCarell,BryanCranston,Undirected,2
2072,SteveCarell,Emma Stone,Undirected,2
2073,SteveCarell,ElisabethShue,Undirected,2
2074,SteveCarell,KristenWiig,Undirected,4
2075,SteveCarell,MarisaTomei,Undirected,2
2076,SteveCarell,BradPitt,Undirected,1
2077,SteveCarell,JulianneMoore,Undirected,2
2078,SteveCarell,Sandra Bullock,Undirected,1
2079,SteveCarell,MichaelKeaton,Undirected,1
2080,SteveCarell,JenniferGarner,Undirected,1
2081,SteveCarell,MarkRuffalo,Undirected,2
2082,SteveCarell,ChristinaApplegate,Undirected,2
2083,SteveCarell,KirstenDunst,Undirected,1
2084,SteveCarell,HarrisonFord,Undirected,1
2085,SteveCarell,PaulRudd,Undirected,4
2086,SteveCarell,WillSmith,Undirected,1
2087,SteveCarell,KathyBates,Undirected,1
2088,SteveCarell,JamesSpader,Undirected,1
2089,SteveCarell,OliviaWilde,Undirected,1
2090,SteveCarell,SteveBuscemi,Undirected,1
2091,SteveCarell,Meryl Streep,Undirected,1
2092,SteveCarell,MilaKunis,Undirected,1
2093,SteveCarell,TinaFey,Undirected,1
2094,SteveCarell,MarkWahlberg,Undirected,1
2095,SteveCarell,JamesFranco,Undirected,1
2096,SteveCarell,Anne Hathaway,Undirected,1
2097,SteveCarell,DwayneJohnson,Undirected,1
2098,SteveCarell,AmyPoehler,Undirected,2
2099,SteveCarell,MorganFreeman,Undirected,2
2100,SteveCarell,ElizabethBanks,Undirected,1
2101,SteveCarell,NicoleKidman,Undirected,1
2102,SteveCarell,JuliaLouisDreyfus,Undirected,2
2103,SteveCarell,JenniferAniston,Undirected,1
2104,GarySinise,JulianneMoore,Undirected,1
2105,GarySinise,MorganFreeman,Undirected,1
2106,GarySinise,NicoleKidman,Undirected,1
2107,GarySinise,KerryWashington,Undirected,1
2108,GarySinise,EdHarris,Undirected,1
2109,GarySinise,KathyBates,Undirected,1
2110,GarySinise,DonCheadle,Undirected,1
2111,GarySinise,Charlize Theron,Undirected,1
2112,GarySinise,BenAffleck,Undirected,1
2113,GarySinise,TomHanks,Undirected,1
2114,GarySinise,HarveyKeitel,Undirected,1
2115,GarySinise,MelGibson,Undirected,1
2116,KevinCostner,DianeLane,Undirected,3
2117,KevinCostner,AmandaSeyfried,Undirected,1
2118,KevinCostner,WoodyHarrelson,Undirected,2
2119,KevinCostner,JessicaChastain,Undirected,1
2120,KevinCostner,KirstenDunst,Undirected,1
2121,KevinCostner,TommyLeeJones,Undirected,2
2122,KevinCostner,AmyAdams,Undirected,2
2123,KevinCostner,BenAffleck,Undirected,2
2124,KevinCostner,JenniferGarner,Undirected,1
2125,KevinCostner,ChrisPine,Undirected,1
2126,KevinCostner,SanleyTucci,Undirected,1
2127,KevinCostner,JenniferAniston,Undirected,1
2128,KevinCostner,MarkRuffalo,Undirected,1
2129,KevinCostner,KeriRussell,Undirected,1
2130,KevinCostner,RobertDuwall,Undirected,1
2131,KevinCostner,KathyBates,Undirected,1
2132,KevinCostner,KurtRussell,Undirected,1
2133,KevinCostner,RobinWright,Undirected,1
2134,JameEarlJones,KeriRussell,Undirected,1
2135,JameEarlJones,SamuelLJackson,Undirected,2
2136,JameEarlJones,HarrisonFord,Undirected,1
2137,JameEarlJones,ChrisPine,Undirected,1
2138,JameEarlJones,JenniferLoveHewitt,Undirected,1
2139,JameEarlJones,MichaelJFox,Undirected,1
2140,JameEarlJones,ChloëGraceMoretz,Undirected,1
2141,JameEarlJones,ChristopherWalken,Undirected,1
2142,JameEarlJones,AdamSandler,Undirected,1
2143,JameEarlJones,Natalie Portman,Undirected,2
2144,JameEarlJones,HalleBerry,Undirected,1
2145,JameEarlJones,SanleyTucci,Undirected,1
2146,JameEarlJones,PaulGiamatti,Undirected,1
2147,JameEarlJones,KathyBates,Undirected,1
2148,JameEarlJones,JosephGordonLevitt,Undirected,1
2149,JameEarlJones,RobertDuwall,Undirected,1
2150,RobertDeNiro,UmaThurman,Undirected,1
2151,RobertDeNiro,ChristopherWalken,Undirected,1
2152,RobertDeNiro,HarveyKeitel,Undirected,5
2153,RobertDeNiro,AlPacino,Undirected,2
2154,RobertDeNiro,JoaquinPhoenix,Undirected,1
2155,RobertDeNiro,MichellePfeiffer,Undirected,3
2156,RobertDeNiro,DannyDeVito,Undirected,2
2157,RobertDeNiro,JohnTurturro,Undirected,3
2158,RobertDeNiro,JenniferLawrence,Undirected,2
2159,RobertDeNiro,BradleyCooper,Undirected,3
2160,RobertDeNiro,Anne Hathaway,Undirected,1
2161,RobertDeNiro,JohnCusack,Undirected,1
