Id,Source,Target,Type,Weight
1,Scarlett Johansson,Natalie Portman,Undirected,4
2,Emma Stone,Scarlett Johansson,Undirected,1
3,Sandra Bullock,Anne Hathaway,Undirected,1
4,Meryl Streep,Anne Hathaway,Undirected,1
5,Reese Witherspoon,Meryl Streep,Undirected,3
6,JenniferLawrence,Anne Hathaway,Undirected,1
7,JenniferLawrence,Charlize Theron,Undirected,1
8,BettyWhite,Sandra Bullock,Undirected,1
9,BettyWhite,Meryl Streep,Undirected,1
10,JuliaRoberts,Meryl Streep,Undirected,3
11,JuliaRoberts,Anne Hathaway,Undirected,1
12,JuliaRoberts,Natalie Portman,Undirected,4
13,JuliaRoberts,Reese Witherspoon,Undirected,1
14,MichellePfeiffer,Natalie Portman,Undirected,2
15,MichellePfeiffer,Scarlett Johansson,Undirected,1
16,MichellePfeiffer,JenniferLawrence,Undirected,1
17,MichellePfeiffer,BettyWhite,Undirected,1
18,MichellePfeiffer,Sandra Bullock,Undirected,1
19,JulianneMoore,JenniferLawrence,Undirected,2
20,JulianneMoore,Scarlett Johansson,Undirected,1
21,JulianneMoore,Emma Stone,Undirected,1
22,JulianneMoore,Meryl Streep,Undirected,1
23,JessicaChastain,JenniferLawrence,Undirected,1
24,JessicaChastain,Charlize Theron,Undirected,1
25,JessicaChastain,Anne Hathaway,Undirected,1
26,JessicaChastain,Emma Stone,Undirected,1
27,JessicaChastain,MichellePfeiffer,Undirected,1
28,DianeLane,Anne Hathaway,Undirected,1
29,AmandaSeyfried,Meryl Streep,Undirected,2
30,AmandaSeyfried,Charlize Theron,Undirected,2
31,AmandaSeyfried,Anne Hathaway,Undirected,1
32,AmandaSeyfried,JulianneMoore,Undirected,2
33,JenniferAniston,JuliaRoberts,Undirected,1
34,JenniferAniston,Scarlett Johansson,Undirected,1
35,JenniferAniston,Reese Witherspoon,Undirected,1
36,KristenBell,AmandaSeyfried,Undirected,1
37,KristenBell,Emma Stone,Undirected,1
38,KristenBell,BettyWhite,Undirected,1
39,KristenBell,Charlize Theron,Undirected,1
40,KristenBell,Anne Hathaway,Undirected,1
41,JenniferGarner,AmandaSeyfried,Undirected,1
42,JenniferGarner,JuliaRoberts,Undirected,2
43,JenniferGarner,JenniferAniston,Undirected,1
44,JenniferGarner,Anne Hathaway,Undirected,1
45,JenniferGarner,Emma Stone,Undirected,1
46,MilaKunis,JenniferGarner,Undirected,1
47,MilaKunis,KristenBell,Undirected,3
48,MilaKunis,JessicaChastain,Undirected,1
49,MilaKunis,Scarlett Johansson,Undirected,1
50,MilaKunis,Emma Stone,Undirected,2
51,MilaKunis,Natalie Portman,Undirected,2
52,MilaKunis,BettyWhite,Undirected,1
53,ElizabethBanks,JenniferLawrence,Undirected,4
54,ElizabethBanks,JulianneMoore,Undirected,3
55,ElizabethBanks,DianeLane,Undirected,1
56,ElizabethBanks,Emma Stone,Undirected,1
57,ElizabethBanks,KristenBell,Undirected,1
58,ElizabethBanks,MichellePfeiffer,Undirected,1
59,ElizabethBanks,JenniferGarner,Undirected,1
60,AmyAdams,DianeLane,Undirected,3
61,AmyAdams,JenniferLawrence,Undirected,1
62,AmyAdams,Meryl Streep,Undirected,2
63,AmyAdams,JuliaRoberts,Undirected,1
64,AmyAdams,JenniferGarner,Undirected,1
65,AmyAdams,ElizabethBanks,Undirected,1
66,JessicaLange,MichellePfeiffer,Undirected,1
67,JessicaLange,DianeLane,Undirected,1
68,ViolaDavis,JessicaChastain,Undirected,4
69,ViolaDavis,Sandra Bullock,Undirected,1
70,ViolaDavis,Emma Stone,Undirected,1
71,ViolaDavis,JuliaRoberts,Undirected,1
72,ViolaDavis,Meryl Streep,Undirected,1
73,ViolaDavis,AmyAdams,Undirected,1
74,ViolaDavis,DianeLane,Undirected,1
75,ViolaDavis,JulianneMoore,Undirected,1
76,ZoeSaldana,Natalie Portman,Undirected,2
77,ZoeSaldana,Scarlett Johansson,Undirected,2
78,ZoeSaldana,MichellePfeiffer,Undirected,1
79,ZoeSaldana,MilaKunis,Undirected,3
80,WinonaRyder,Natalie Portman,Undirected,4
81,WinonaRyder,MilaKunis,Undirected,1
82,WinonaRyder,ZoeSaldana,Undirected,1
83,WinonaRyder,JulianneMoore,Undirected,1
84,WinonaRyder,AmandaSeyfried,Undirected,1
85,WinonaRyder,Meryl Streep,Undirected,2
86,WinonaRyder,MichellePfeiffer,Undirected,1
87,MarisaTomei,Natalie Portman,Undirected,2
88,MarisaTomei,Scarlett Johansson,Undirected,2
89,MarisaTomei,MichellePfeiffer,Undirected,1
90,MarisaTomei,ZoeSaldana,Undirected,1
91,MarisaTomei,AmandaSeyfried,Undirected,1
92,MarisaTomei,Emma Stone,Undirected,1
93,MarisaTomei,JulianneMoore,Undirected,1
94,MarisaTomei,Sandra Bullock,Undirected,1
95,JamieLeeCurtis,MarisaTomei,Undirected,1
96,JamieLeeCurtis,AmandaSeyfried,Undirected,1
97,JamieLeeCurtis,KristenBell,Undirected,1
98,DianeKeaton,AmandaSeyfried,Undirected,2
99,DianeKeaton,MarisaTomei,Undirected,1
100,DianeKeaton,Meryl Streep,Undirected,1
101,KateHudson,JuliaRoberts,Undirected,1
102,KateHudson,JenniferAniston,Undirected,1
103,KateHudson,JenniferGarner,Undirected,1
104,KateHudson,Anne Hathaway,Undirected,1
105,AnnaKendrick,ElizabethBanks,Undirected,4
106,AnnaKendrick,Meryl Streep,Undirected,1
107,AnnaKendrick,JenniferAniston,Undirected,1
108,FrancesMcDormand,Scarlett Johansson,Undirected,3
109,FrancesMcDormand,JessicaChastain,Undirected,1
110,FrancesMcDormand,AmyAdams,Undirected,1
111,FrancesMcDormand,JenniferAniston,Undirected,1
112,FrancesMcDormand,Charlize Theron,Undirected,2
113,FrancesMcDormand,DianeKeaton,Undirected,1
114,FrancesMcDormand,KateHudson,Undirected,1
115,SalmaHayek,KristenBell,Undirected,1
116,SalmaHayek,JulianneMoore,Undirected,1
117,SalmaHayek,ElizabethBanks,Undirected,1
118,FayeDunaway,JenniferGarner,Undirected,1
119,FayeDunaway,Charlize Theron,Undirected,1
120,NicoleKidman,Meryl Streep,Undirected,4
121,NicoleKidman,Charlize Theron,Undirected,1
122,NicoleKidman,Reese Witherspoon,Undirected,1
123,NicoleKidman,JuliaRoberts,Undirected,1
124,NicoleKidman,JenniferAniston,Undirected,1
125,NicoleKidman,KateHudson,Undirected,1
126,NicoleKidman,Natalie Portman,Undirected,2
127,NicoleKidman,JulianneMoore,Undirected,1
128,NicoleKidman,Sandra Bullock,Undirected,1
129,HalleBerry,JulianneMoore,Undirected,1
130,HalleBerry,JenniferLawrence,Undirected,1
131,HalleBerry,Emma Stone,Undirected,1
132,HalleBerry,KristenBell,Undirected,1
133,HalleBerry,ElizabethBanks,Undirected,1
134,RobinWright,DianeLane,Undirected,2
135,RobinWright,AmyAdams,Undirected,1
136,RobinWright,ViolaDavis,Undirected,1
137,RobinWright,JulianneMoore,Undirected,1
138,RobinWright,WinonaRyder,Undirected,1
139,RobinWright,AmandaSeyfried,Undirected,1
140,RobinWright,JenniferGarner,Undirected,1
141,RobinWright,MichellePfeiffer,Undirected,1
142,HilarySwank,ViolaDavis,Undirected,1
143,HilarySwank,Meryl Streep,Undirected,1
144,HilarySwank,Scarlett Johansson,Undirected,1
145,TinaFey,SalmaHayek,Undirected,2
146,TinaFey,JulianneMoore,Undirected,1
147,TinaFey,ElizabethBanks,Undirected,1
148,TinaFey,MilaKunis,Undirected,1
149,TinaFey,JenniferGarner,Undirected,1
150,TinaFey,BettyWhite,Undirected,1
151,TinaFey,AmandaSeyfried,Undirected,1
152,GlennClose,AmyAdams,Undirected,1
153,GlennClose,MilaKunis,Undirected,1
154,GlennClose,Anne Hathaway,Undirected,2
155,GlennClose,Meryl Streep,Undirected,1
156,GlennClose,ElizabethBanks,Undirected,1
157,GlennClose,AmandaSeyfried,Undirected,1
158,GlennClose,JenniferGarner,Undirected,1
159,GlennClose,RobinWright,Undirected,1
160,GlennClose,NicoleKidman,Undirected,1
161,GlennClose,KateHudson,Undirected,1
162,ChristinaRicci,RobinWright,Undirected,1
163,ChristinaRicci,Reese Witherspoon,Undirected,1
164,ChristinaRicci,Charlize Theron,Undirected,1
165,ChristinaRicci,AmyAdams,Undirected,1
166,ChristinaRicci,JessicaLange,Undirected,1
167,ChristinaRicci,KateHudson,Undirected,2
168,OliviaWilde,HilarySwank,Undirected,1
169,OliviaWilde,AmandaSeyfried,Undirected,2
170,OliviaWilde,MarisaTomei,Undirected,1
171,OliviaWilde,DianeKeaton,Undirected,1
172,OliviaWilde,AmyAdams,Undirected,1
173,OliviaWilde,MilaKunis,Undirected,1
174,OliviaWilde,AnnaKendrick,Undirected,1
175,OliviaWilde,MichellePfeiffer,Undirected,1
176,OliviaWilde,ElizabethBanks,Undirected,2
177,OliviaWilde,ZoeSaldana,Undirected,1
178,OliviaWilde,JenniferGarner,Undirected,1
179,ChristinaApplegate,KristenBell,Undirected,2
180,ChristinaApplegate,MilaKunis,Undirected,2
181,ChristinaApplegate,ZoeSaldana,Undirected,1
182,ChristinaApplegate,Emma Stone,Undirected,1
183,DrewBarrymore,Anne Hathaway,Undirected,1
184,DrewBarrymore,KristenBell,Undirected,1
185,DrewBarrymore,ChristinaApplegate,Undirected,1
186,DrewBarrymore,JessicaLange,Undirected,1
187,DrewBarrymore,Scarlett Johansson,Undirected,1
188,DrewBarrymore,JenniferAniston,Undirected,1
189,DrewBarrymore,JamieLeeCurtis,Undirected,1
190,DrewBarrymore,JuliaRoberts,Undirected,1
191,DrewBarrymore,NicoleKidman,Undirected,1
192,SusanSarandon,Natalie Portman,Undirected,4
193,SusanSarandon,KristenBell,Undirected,1
194,SusanSarandon,MilaKunis,Undirected,1
195,SusanSarandon,ChristinaApplegate,Undirected,1
196,SusanSarandon,JessicaLange,Undirected,1
197,SusanSarandon,ChristinaRicci,Undirected,2
198,SusanSarandon,HilarySwank,Undirected,1
199,SusanSarandon,FayeDunaway,Undirected,1
200,SusanSarandon,AmandaSeyfried,Undirected,1
201,SusanSarandon,DianeKeaton,Undirected,1
202,SusanSarandon,HalleBerry,Undirected,1
203,SusanSarandon,AnnaKendrick,Undirected,1
204,SusanSarandon,JulianneMoore,Undirected,1
205,SusanSarandon,ElizabethBanks,Undirected,1
206,SusanSarandon,SalmaHayek,Undirected,1
207,SusanSarandon,TinaFey,Undirected,1
208,SusanSarandon,AmyAdams,Undirected,1
209,SusanSarandon,Charlize Theron,Undirected,1
210,SusanSarandon,MarisaTomei,Undirected,1
211,SusanSarandon,JuliaRoberts,Undirected,1
212,SusanSarandon,Meryl Streep,Undirected,1
213,SusanSarandon,WinonaRyder,Undirected,1
214,UmaThurman,Emma Stone,Undirected,1
215,UmaThurman,KristenBell,Undirected,1
216,UmaThurman,ElizabethBanks,Undirected,1
217,UmaThurman,HalleBerry,Undirected,1
218,UmaThurman,ChristinaRicci,Undirected,1
219,UmaThurman,Meryl Streep,Undirected,1
220,UmaThurman,Natalie Portman,Undirected,2
221,MelissaMcCarthy,ElizabethBanks,Undirected,2
222,MelissaMcCarthy,KristenBell,Undirected,1
223,MelissaMcCarthy,SusanSarandon,Undirected,1
224,MelissaMcCarthy,Sandra Bullock,Undirected,1
225,MelissaMcCarthy,ChristinaApplegate,Undirected,1
226,MelissaMcCarthy,MichellePfeiffer,Undirected,1
227,MelissaMcCarthy,RobinWright,Undirected,1
228,MelissaMcCarthy,AmyAdams,Undirected,1
229,MelissaMcCarthy,ChristinaRicci,Undirected,1
230,MelissaMcCarthy,JamieLeeCurtis,Undirected,1
231,SallyField,Emma Stone,Undirected,3
232,SallyField,Natalie Portman,Undirected,2
233,SallyField,RobinWright,Undirected,1
234,SigourneyWeaver,MelissaMcCarthy,Undirected,1
235,SigourneyWeaver,DianeKeaton,Undirected,1
236,SigourneyWeaver,BettyWhite,Undirected,1
237,SigourneyWeaver,KristenBell,Undirected,1
238,SigourneyWeaver,ZoeSaldana,Undirected,2
239,SigourneyWeaver,TinaFey,Undirected,1
240,SigourneyWeaver,Sandra Bullock,Undirected,1
241,SigourneyWeaver,JulianneMoore,Undirected,1
242,SigourneyWeaver,WinonaRyder,Undirected,1
243,AngelinaJolie,KateHudson,Undirected,1
244,AngelinaJolie,RobinWright,Undirected,1
245,AngelinaJolie,WinonaRyder,Undirected,1
246,NaomiWatts,AmandaSeyfried,Undirected,2
247,NaomiWatts,SusanSarandon,Undirected,1
248,NaomiWatts,MelissaMcCarthy,Undirected,1
249,NaomiWatts,Emma Stone,Undirected,2
250,NaomiWatts,RobinWright,Undirected,1
251,NaomiWatts,KristenBell,Undirected,1
252,NaomiWatts,ElizabethBanks,Undirected,1
253,NaomiWatts,HalleBerry,Undirected,1
254,NaomiWatts,UmaThurman,Undirected,1
255,NaomiWatts,KateHudson,Undirected,1
256,NaomiWatts,GlennClose,Undirected,1
257,NaomiWatts,NicoleKidman,Undirected,1
258,KirstenDunst,NicoleKidman,Undirected,1
259,KirstenDunst,FrancesMcDormand,Undirected,1
260,KirstenDunst,ChristinaApplegate,Undirected,1
261,KirstenDunst,ElizabethBanks,Undirected,3
262,KirstenDunst,SusanSarandon,Undirected,2
263,KirstenDunst,JuliaRoberts,Undirected,1
264,KirstenDunst,MilaKunis,Undirected,1
265,KirstenDunst,ZoeSaldana,Undirected,1
266,KirstenDunst,SallyField,Undirected,1
267,KirstenDunst,Meryl Streep,Undirected,1
268,KirstenDunst,WinonaRyder,Undirected,1
269,DakotaFanning,Anne Hathaway,Undirected,1
270,DakotaFanning,Sandra Bullock,Undirected,1
271,DakotaFanning,DianeLane,Undirected,1
272,DakotaFanning,ElizabethBanks,Undirected,1
273,DakotaFanning,SusanSarandon,Undirected,1
274,DakotaFanning,AnnaKendrick,Undirected,3
275,DakotaFanning,JuliaRoberts,Undirected,1
276,DakotaFanning,AmandaSeyfried,Undirected,1
277,DakotaFanning,JenniferGarner,Undirected,1
278,DakotaFanning,RobinWright,Undirected,1
279,DakotaFanning,GlennClose,Undirected,1
280,DakotaFanning,Reese Witherspoon,Undirected,1
281,DakotaFanning,Charlize Theron,Undirected,1
282,DakotaFanning,MichellePfeiffer,Undirected,1
283,JenniferConnelly,MarisaTomei,Undirected,2
284,JenniferConnelly,DakotaFanning,Undirected,1
285,JenniferConnelly,KristenBell,Undirected,1
286,JenniferConnelly,WinonaRyder,Undirected,1
287,JenniferConnelly,Scarlett Johansson,Undirected,1
288,JenniferConnelly,JenniferAniston,Undirected,1
289,JenniferConnelly,DrewBarrymore,Undirected,1
290,RosarioDawson,Emma Stone,Undirected,1
291,RosarioDawson,JenniferGarner,Undirected,1
292,RosarioDawson,UmaThurman,Undirected,2
293,RosarioDawson,DianeLane,Undirected,1
294,RosarioDawson,AngelinaJolie,Undirected,1
295,RosarioDawson,MarisaTomei,Undirected,1
296,KathyBates,JessicaLange,Undirected,2
297,KathyBates,OliviaWilde,Undirected,1
298,KathyBates,Natalie Portman,Undirected,2
299,KathyBates,SusanSarandon,Undirected,2
300,KathyBates,KristenBell,Undirected,1
301,KathyBates,MelissaMcCarthy,Undirected,2
302,KathyBates,GlennClose,Undirected,1
303,KathyBates,KateHudson,Undirected,1
304,KathyBates,Anne Hathaway,Undirected,1
305,KathyBates,JuliaRoberts,Undirected,1
306,KathyBates,JenniferGarner,Undirected,1
307,KathyBates,Sandra Bullock,Undirected,1
308,KathyBates,MichellePfeiffer,Undirected,2
309,KathyBates,JenniferConnelly,Undirected,1
310,KathyBates,HilarySwank,Undirected,1
311,KathyBates,ElizabethBanks,Undirected,1
312,VeraFarmiga,OliviaWilde,Undirected,1
313,VeraFarmiga,AnnaKendrick,Undirected,1
314,VeraFarmiga,RobinWright,Undirected,1
315,VeraFarmiga,JessicaLange,Undirected,1
316,VeraFarmiga,Meryl Streep,Undirected,1
317,VeraFarmiga,HilarySwank,Undirected,1
318,VeraFarmiga,RosarioDawson,Undirected,1
319,VeraFarmiga,Charlize Theron,Undirected,1
320,VeraFarmiga,WinonaRyder,Undirected,1
321,JodieFoster,JenniferLawrence,Undirected,1
322,JodieFoster,UmaThurman,Undirected,1
323,JodieFoster,KathyBates,Undirected,1
324,MillaJovovich,VeraFarmiga,Undirected,1
325,MillaJovovich,Natalie Portman,Undirected,2
326,MillaJovovich,WinonaRyder,Undirected,1
327,MillaJovovich,FayeDunaway,Undirected,1
328,MillaJovovich,RosarioDawson,Undirected,1
329,MillaJovovich,DianeLane,Undirected,1
330,AmyPoehler,TinaFey,Undirected,5
331,AmyPoehler,ElizabethBanks,Undirected,1
332,AmyPoehler,DianeLane,Undirected,1
333,AmyPoehler,ChristinaApplegate,Undirected,2
334,AmyPoehler,Reese Witherspoon,Undirected,1
335,AmyPoehler,SigourneyWeaver,Undirected,1
336,AmyPoehler,SusanSarandon,Undirected,1
337,AmyPoehler,AmyAdams,Undirected,2
338,AmyPoehler,AmandaSeyfried,Undirected,1
339,ChloëGraceMoretz,Charlize Theron,Undirected,2
340,ChloëGraceMoretz,SalmaHayek,Undirected,1
341,ChloëGraceMoretz,TinaFey,Undirected,1
342,ChloëGraceMoretz,JulianneMoore,Undirected,1
343,ChloëGraceMoretz,Emma Stone,Undirected,1
344,ChloëGraceMoretz,KristenBell,Undirected,1
345,ChloëGraceMoretz,ElizabethBanks,Undirected,1
346,ChloëGraceMoretz,HalleBerry,Undirected,1
347,ChloëGraceMoretz,UmaThurman,Undirected,1
348,ChloëGraceMoretz,NaomiWatts,Undirected,1
349,ChloëGraceMoretz,MichellePfeiffer,Undirected,1
350,ChloëGraceMoretz,JessicaChastain,Undirected,2
351,ChloëGraceMoretz,JenniferLawrence,Undirected,1
352,KristenWiig,RobinWright,Undirected,1
353,KristenWiig,JenniferLawrence,Undirected,1
354,KristenWiig,MichellePfeiffer,Undirected,1
355,KristenWiig,MelissaMcCarthy,Undirected,2
356,KristenWiig,SigourneyWeaver,Undirected,2
357,KristenWiig,SalmaHayek,Undirected,1
358,KristenWiig,MillaJovovich,Undirected,1
359,KristenWiig,JessicaChastain,Undirected,1
360,KristenWiig,Natalie Portman,Undirected,2
361,KristenWiig,ChristinaApplegate,Undirected,1
362,KristenWiig,KirstenDunst,Undirected,2
363,KristenWiig,AmyAdams,Undirected,1
364,KristenWiig,OliviaWilde,Undirected,1
365,KristenWiig,Charlize Theron,Undirected,1
366,KristenWiig,MilaKunis,Undirected,2
367,KristenWiig,TinaFey,Undirected,1
368,KristenWiig,DrewBarrymore,Undirected,1
369,KristenWiig,ElizabethBanks,Undirected,1
370,ZooeyDeschanel,JamieLeeCurtis,Undirected,1
371,ZooeyDeschanel,AnnaKendrick,Undirected,2
372,ZooeyDeschanel,KateHudson,Undirected,2
373,ZooeyDeschanel,Natalie Portman,Undirected,2
374,ZooeyDeschanel,ElizabethBanks,Undirected,1
375,ZooeyDeschanel,ChloëGraceMoretz,Undirected,1
376,ZooeyDeschanel,JenniferAniston,Undirected,1
377,ZooeyDeschanel,FrancesMcDormand,Undirected,1
378,AngelaBassett,TinaFey,Undirected,1
379,AngelaBassett,Natalie Portman,Undirected,2
380,AngelaBassett,Scarlett Johansson,Undirected,1
381,AngelaBassett,MichellePfeiffer,Undirected,1
382,AngelaBassett,ZoeSaldana,Undirected,1
383,AngelaBassett,MarisaTomei,Undirected,1
384,AngelaBassett,JessicaLange,Undirected,2
385,AngelaBassett,KathyBates,Undirected,1
386,AngelaBassett,HilarySwank,Undirected,1
387,AngelaBassett,OliviaWilde,Undirected,1
388,AngelaBassett,MillaJovovich,Undirected,1
389,AngelaBassett,Reese Witherspoon,Undirected,1
390,AngelaBassett,SallyField,Undirected,1
391,AngelaBassett,KirstenDunst,Undirected,1
392,AngelaBassett,VeraFarmiga,Undirected,1
393,AngelaBassett,BettyWhite,Undirected,1
394,AngelaBassett,Meryl Streep,Undirected,1
395,AngelaBassett,JodieFoster,Undirected,1
396,HelenHunt,ChloëGraceMoretz,Undirected,1
397,HelenHunt,Scarlett Johansson,Undirected,1
398,HelenHunt,Charlize Theron,Undirected,1
399,HelenHunt,MarisaTomei,Undirected,1
400,KerryWashington,Meryl Streep,Undirected,1
401,KerryWashington,NicoleKidman,Undirected,2
402,KerryWashington,Reese Witherspoon,Undirected,1
403,KerryWashington,ElizabethBanks,Undirected,2
404,KerryWashington,NaomiWatts,Undirected,1
405,KerryWashington,AngelinaJolie,Undirected,1
406,KerryWashington,GlennClose,Undirected,1
407,ElisabethShue,Emma Stone,Undirected,1
408,ElisabethShue,JenniferLawrence,Undirected,1
409,ElisabethShue,Meryl Streep,Undirected,1
410,ElisabethShue,AmyPoehler,Undirected,1
411,ElisabethShue,DakotaFanning,Undirected,1
412,ElisabethShue,ViolaDavis,Undirected,1
413,ElisabethShue,JessicaLange,Undirected,1
414,ElisabethShue,JenniferGarner,Undirected,1
415,JenniferLoveHewitt,AngelaBassett,Undirected,1
416,JenniferLoveHewitt,BettyWhite,Undirected,1
417,JenniferLoveHewitt,SigourneyWeaver,Undirected,1
418,JenniferLoveHewitt,JenniferGarner,Undirected,1
419,ClaireDanes,MichellePfeiffer,Undirected,2
420,ClaireDanes,Meryl Streep,Undirected,3
421,ClaireDanes,GlennClose,Undirected,1
422,ClaireDanes,DianeKeaton,Undirected,1
423,ClaireDanes,JulianneMoore,Undirected,1
424,ClaireDanes,NicoleKidman,Undirected,1
425,ClaireDanes,SusanSarandon,Undirected,2
426,ClaireDanes,WinonaRyder,Undirected,2
427,ClaireDanes,KirstenDunst,Undirected,1
428,LivTyler,SusanSarandon,Undirected,1
429,LivTyler,DianeKeaton,Undirected,1
430,LivTyler,KateHudson,Undirected,1
431,LivTyler,JulianneMoore,Undirected,1
432,LivTyler,ClaireDanes,Undirected,1
433,LivTyler,JenniferConnelly,Undirected,1
434,LivTyler,Charlize Theron,Undirected,1
435,SharonStone,Meryl Streep,Undirected,1
436,SharonStone,ChristinaRicci,Undirected,1
437,SharonStone,SusanSarandon,Undirected,2
438,SharonStone,MillaJovovich,Undirected,1
439,SharonStone,AmandaSeyfried,Undirected,2
440,SharonStone,HelenHunt,Undirected,1
441,SharonStone,OliviaWilde,Undirected,1
442,SharonStone,HalleBerry,Undirected,1
443,SharonStone,KathyBates,Undirected,1
444,JuliaLouisDreyfus,Anne Hathaway,Undirected,1
445,JuliaLouisDreyfus,GlennClose,Undirected,1
446,JuliaLouisDreyfus,Charlize Theron,Undirected,1
447,JuliaLouisDreyfus,KristenWiig,Undirected,1
448,JuliaLouisDreyfus,JenniferGarner,Undirected,1
449,JuliaLouisDreyfus,ElisabethShue,Undirected,1
450,JuliaLouisDreyfus,Scarlett Johansson,Undirected,1
451,LauraLinney,GlennClose,Undirected,1
452,LauraLinney,SalmaHayek,Undirected,1
453,LauraLinney,AmyAdams,Undirected,1
454,LauraLinney,NicoleKidman,Undirected,1
455,LauraLinney,SusanSarandon,Undirected,1
456,LauraLinney,Scarlett Johansson,Undirected,1
457,LauraLinney,TinaFey,Undirected,1
458,LauraLinney,AmyPoehler,Undirected,1
459,LauraLinney,MelissaMcCarthy,Undirected,1
460,LauraLinney,FayeDunaway,Undirected,1
461,KeriRussell,VeraFarmiga,Undirected,1
462,KeriRussell,SusanSarandon,Undirected,1
463,KeriRussell,SigourneyWeaver,Undirected,1
464,RenéeZellweger,Reese Witherspoon,Undirected,1
465,RenéeZellweger,AmyPoehler,Undirected,1
466,RenéeZellweger,AngelinaJolie,Undirected,1
467,RenéeZellweger,Natalie Portman,Undirected,2
468,RenéeZellweger,NicoleKidman,Undirected,1
469,RenéeZellweger,MichellePfeiffer,Undirected,1
470,RenéeZellweger,RobinWright,Undirected,1
471,RenéeZellweger,MelissaMcCarthy,Undirected,1
472,RenéeZellweger,Meryl Streep,Undirected,1
473,RenéeZellweger,LivTyler,Undirected,1
474,TomHanks,RobinWright,Undirected,1
475,TomHanks,SallyField,Undirected,1
476,TomHanks,JenniferGarner,Undirected,1
477,TomHanks,ElizabethBanks,Undirected,1
478,TomHanks,AmyAdams,Undirected,2
479,TomHanks,BettyWhite,Undirected,1
480,TomHanks,HelenHunt,Undirected,1
481,TomHanks,LauraLinney,Undirected,1
482,TomHanks,HalleBerry,Undirected,1
483,TomHanks,SusanSarandon,Undirected,1
484,TomHanks,ZoeSaldana,Undirected,1
485,TomHanks,ElisabethShue,Undirected,1
486,TomHanks,Meryl Streep,Undirected,1
487,TomHanks,Sandra Bullock,Undirected,1
488,TomHanks,ViolaDavis,Undirected,1
489,TomHanks,JuliaRoberts,Undirected,2
490,TomHanks,Charlize Theron,Undirected,1
491,TomHanks,LivTyler,Undirected,1
492,RobertDuwall,ViolaDavis,Undirected,1
493,RobertDuwall,VeraFarmiga,Undirected,1
494,RobertDuwall,Charlize Theron,Undirected,1
495,RobertDuwall,Reese Witherspoon,Undirected,1
496,RobertDuwall,DrewBarrymore,Undirected,1
497,RobertDuwall,JuliaRoberts,Undirected,1
498,RobertDuwall,Sandra Bullock,Undirected,1
499,RobertDuwall,NicoleKidman,Undirected,1
500,TommyLeeJones,LivTyler,Undirected,1
501,TommyLeeJones,MillaJovovich,Undirected,1
502,TommyLeeJones,Meryl Streep,Undirected,2
503,TommyLeeJones,HilarySwank,Undirected,1
504,TommyLeeJones,MichellePfeiffer,Undirected,1
505,TommyLeeJones,SallyField,Undirected,1
506,TommyLeeJones,Charlize Theron,Undirected,1
507,TommyLeeJones,SusanSarandon,Undirected,2
508,TommyLeeJones,RosarioDawson,Undirected,1
509,TommyLeeJones,KirstenDunst,Undirected,1
510,TommyLeeJones,NicoleKidman,Undirected,1
511,TommyLeeJones,DrewBarrymore,Undirected,1
512,TommyLeeJones,JessicaLange,Undirected,1
513,TommyLeeJones,JulianneMoore,Undirected,1
514,TommyLeeJones,DianeLane,Undirected,2
515,TommyLeeJones,RobinWright,Undirected,1
516,EdHarris,JenniferLawrence,Undirected,1
517,EdHarris,MichellePfeiffer,Undirected,1
518,EdHarris,KristenWiig,Undirected,1
519,EdHarris,RobertDuwall,Undirected,1
520,EdHarris,MillaJovovich,Undirected,1
521,EdHarris,Sandra Bullock,Undirected,1
522,EdHarris,JenniferConnelly,Undirected,6
523,EdHarris,ElizabethBanks,Undirected,1
524,EdHarris,MarisaTomei,Undirected,1
525,EdHarris,RenéeZellweger,Undirected,1
526,EdHarris,ZooeyDeschanel,Undirected,1
527,EdHarris,NicoleKidman,Undirected,2
528,EdHarris,KerryWashington,Undirected,1
529,EdHarris,JessicaLange,Undirected,1
530,EdHarris,AngelaBassett,Undirected,1
531,EdHarris,Meryl Streep,Undirected,1
532,EdHarris,JulianneMoore,Undirected,1
533,EdHarris,ClaireDanes,Undirected,1
534,EdHarris,JuliaRoberts,Undirected,1
535,EdHarris,SusanSarandon,Undirected,1
536,EdHarris,LauraLinney,Undirected,2
537,EdHarris,SallyField,Undirected,1
538,EdHarris,TomHanks,Undirected,1
539,EdHarris,Scarlett Johansson,Undirected,1
540,EdHarris,FrancesMcDormand,Undirected,1
541,MatthewMcConaughey,Anne Hathaway,Undirected,2
542,MatthewMcConaughey,DianeLane,Undirected,1
543,MatthewMcConaughey,KeriRussell,Undirected,1
544,MatthewMcConaughey,Charlize Theron,Undirected,1
545,MatthewMcConaughey,NaomiWatts,Undirected,1
546,MatthewMcConaughey,Reese Witherspoon,Undirected,2
547,MatthewMcConaughey,JessicaChastain,Undirected,1
548,MatthewMcConaughey,JenniferGarner,Undirected,2
549,MatthewMcConaughey,JulianneMoore,Undirected,1
550,MatthewMcConaughey,TommyLeeJones,Undirected,1
551,MatthewMcConaughey,NicoleKidman,Undirected,1
552,MatthewMcConaughey,MarisaTomei,Undirected,1
553,MatthewMcConaughey,Emma Stone,Undirected,1
554,MatthewMcConaughey,JenniferLoveHewitt,Undirected,1
555,MatthewMcConaughey,KateHudson,Undirected,2
